BESTELLIDENT;TARGET_BETRUG;B_EMAIL;B_TELEFON;B_GEBDATUM;FLAG_LRIDENTISCH;FLAG_NEWSLETTER;Z_METHODE;Z_CARD_ART;Z_CARD_VALID;Z_LAST_NAME;WERT_BEST;TAG_BEST;TIME_BEST;ANZ_BEST;ANUMMER_01;ANUMMER_02;ANUMMER_03;ANUMMER_04;ANUMMER_05;ANUMMER_06;ANUMMER_07;ANUMMER_08;ANUMMER_09;ANUMMER_10;CHK_LADR;CHK_RADR;CHK_KTO;CHK_CARD;CHK_COOKIE;CHK_IP;FAIL_LPLZ;FAIL_LORT;FAIL_LPLZORTMATCH;FAIL_RPLZ;FAIL_RORT;FAIL_RPLZORTMATCH;SESSION_TIME;NEUKUNDE;ANZ_BEST_GES;WERT_BEST_GES;DATUM_LBEST;MAHN_AKT;MAHN_HOECHST
42074;nein;nein;nein;1953-04-16 00:00:00.000;nein;nein;Kreditkarte;Eurocard;07.2007;ja;22,95;Fr;1899-12-30 16:07:00.000;1;101893;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;2;27,56;2001-04-08 00:00:00.000;0;0
42075;nein;ja;nein;1975-09-07 00:00:00.000;nein;nein;Kreditkarte;Visa;05.2005;ja;12,8;Fr;1899-12-30 18:08:00.000;1;202845;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;5,3;2004-06-26 00:00:00.000;0;0
42076;nein;ja;nein;1981-06-22 00:00:00.000;ja;nein;Kreditkarte;Eurocard;05.2006;ja;12,6;Do;1899-12-30 09:21:00.000;1;201619;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;ja;nein;nein;nein;nein;nein;nein;nein;7;nein;1;12,08;2003-05-18 00:00:00.000;0;0
42077;nein;ja;nein;1977-04-20 00:00:00.000;ja;nein;Rechnung;;08.2007;;47,5;So;1899-12-30 01:39:00.000;2;307344;401371;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;nein;1;16,65;2003-05-28 00:00:00.000;0;1
42078;nein;ja;ja;1967-10-24 00:00:00.000;ja;nein;Kreditkarte;Eurocard;09.2006;ja;23,5;Mo;1899-12-30 11:18:00.000;1;207162;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0
42080;nein;ja;nein;1978-05-04 00:00:00.000;nein;nein;Kreditkarte;Eurocard;08.2006;ja;100,5;Do;1899-12-30 21:52:00.000;4;404159;209725;207703;104159;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0
42081;nein;ja;nein;1974-12-15 00:00:00.000;ja;nein;Rechnung;;10.2006;;68,4;Fr;1899-12-30 17:35:00.000;1;406590;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;ja;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0
42082;nein;ja;nein;1960-10-17 00:00:00.000;ja;nein;Rechnung;;06.2005;;17,8;Mi;1899-12-30 03:59:00.000;1;204792;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;ja;nein;nein;4;ja;0;0;1899-12-30 00:00:00.000;0;0
42083;nein;nein;nein;1984-10-10 00:00:00.000;ja;nein;Rechnung;;07.2006;;9,99;Mo;1899-12-30 10:44:00.000;1;409101;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;2;88,94;2004-08-29 00:00:00.000;0;0
42084;ja;nein;nein;1899-12-30 00:00:00.000;ja;nein;Kreditkarte;Eurocard;08.2007;ja;17,8;Di;1899-12-30 14:09:00.000;1;406120;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0
42085;nein;ja;ja;1899-12-30 00:00:00.000;nein;nein;Kreditkarte;Eurocard;09.2007;ja;43,5;Mi;1899-12-30 11:37:00.000;1;204159;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;nein;2;36,22;2004-11-02 00:00:00.000;0;0
42086;nein;ja;nein;1962-06-20 00:00:00.000;ja;nein;Rechnung;;04.2006;;19,99;Mi;1899-12-30 19:55:00.000;1;408097;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;ja;nein;nein;nein;nein;nein;nein;nein;1;nein;1;15,53;2004-03-11 00:00:00.000;0;0
42088;nein;ja;nein;1981-07-04 00:00:00.000;ja;nein;Rechnung;;05.2006;;58,8;Do;1899-12-30 01:59:00.000;2;109006;405767;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;nein;1;17,21;2004-07-18 00:00:00.000;1;1
42089;nein;nein;nein;1973-09-21 00:00:00.000;ja;nein;Kreditkarte;Eurocard;11.2005;ja;18,5;So;1899-12-30 16:51:00.000;1;102681;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;ja;0;0;1899-12-30 00:00:00.000;0;0
42094;nein;ja;ja;1973-05-19 00:00:00.000;ja;nein;Rechnung;;11.2006;;18,5;Di;1899-12-30 03:47:00.000;1;300124;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;19;ja;0;0;1899-12-30 00:00:00.000;0;0
42095;nein;nein;nein;1965-04-01 00:00:00.000;ja;nein;Rechnung;;11.2007;;9,8;Di;1899-12-30 04:39:00.000;1;507359;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0
42096;nein;ja;ja;1979-03-09 00:00:00.000;ja;nein;Rechnung;;12.2006;;42,8;Di;1899-12-30 02:43:00.000;1;404269;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;ja;0;0;1899-12-30 00:00:00.000;0;0
42097;nein;ja;nein;1975-01-02 00:00:00.000;nein;nein;Kreditkarte;Eurocard;05.2005;ja;56;Do;1899-12-30 18:54:00.000;1;401967;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;ja;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0
42099;nein;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;01.2006;;29,5;Fr;1899-12-30 09:58:00.000;1;202133;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;ja;0;0;1899-12-30 00:00:00.000;0;0
42101;ja;ja;nein;1899-12-30 00:00:00.000;nein;nein;Kreditkarte;Eurocard;12.2006;ja;5,2;Do;1899-12-30 17:13:00.000;1;502611;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;ja;0;0;1899-12-30 00:00:00.000;0;0
42103;nein;ja;nein;1981-10-30 00:00:00.000;ja;nein;Rechnung;;01.2007;;9,99;Sa;1899-12-30 22:28:00.000;1;509725;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0
42104;nein;ja;nein;1970-02-08 00:00:00.000;ja;nein;Kreditkarte;Eurocard;12.2007;ja;248;Mo;1899-12-30 15:38:00.000;9;500959;607317;409470;209725;400058;106858;407162;0609500;0109102;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0
42108;nein;ja;ja;1963-06-15 00:00:00.000;nein;nein;Kreditkarte;Eurocard;04.2006;ja;151,6;Mi;1899-12-30 10:49:00.000;4;402993;108777;105580;107344;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;ja;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0
42109;nein;ja;ja;1966-02-10 00:00:00.000;ja;nein;Rechnung;;12.2007;;18,5;Do;1899-12-30 13:24:00.000;1;102681;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0
42113;nein;ja;nein;1981-07-30 00:00:00.000;nein;ja;Kundenkarte;Kundenkarte;03.2007;ja;62;Fr;1899-12-30 06:53:00.000;1;303639;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;18;nein;0;0;1899-12-30 00:00:00.000;0;0
42114;nein;ja;nein;1963-10-27 00:00:00.000;ja;nein;Kreditkarte;Eurocard;11.2006;ja;8,5;Sa;1899-12-30 20:12:00.000;1;409662;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;1;31,15;2003-11-04 00:00:00.000;0;0
42118;nein;ja;nein;1964-09-24 00:00:00.000;nein;nein;Kreditkarte;Visa;11.2007;ja;36,1;So;1899-12-30 12:07:00.000;2;504792;208499;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;21,18;2003-11-11 00:00:00.000;0;0
42120;nein;ja;nein;1978-08-23 00:00:00.000;ja;nein;Rechnung;;05.2006;;23,5;Fr;1899-12-30 15:44:00.000;1;504792;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;ja;nein;nein;nein;nein;nein;nein;nein;7;nein;2;29,6;2004-08-06 00:00:00.000;0;2
42121;nein;ja;ja;1952-08-16 00:00:00.000;ja;nein;Lastschrift;;09.2006;ja;43,5;Do;1899-12-30 04:23:00.000;1;400476;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;1;21,42;2003-06-21 00:00:00.000;0;0
42122;nein;ja;nein;1972-09-07 00:00:00.000;ja;nein;Rechnung;;09.2007;;16;So;1899-12-30 14:56:00.000;1;308801;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;24,07;2002-09-04 00:00:00.000;0;2
42123;nein;ja;nein;1982-02-25 00:00:00.000;ja;nein;Rechnung;;09.2007;;9,99;So;1899-12-30 22:38:00.000;1;102697;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0
42125;nein;ja;nein;1963-06-08 00:00:00.000;ja;nein;Rechnung;;12.2007;;49,3;So;1899-12-30 05:54:00.000;2;201893;201967;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;18,33;2003-02-14 00:00:00.000;0;0
42126;nein;ja;nein;1971-02-28 00:00:00.000;ja;nein;Rechnung;;08.2005;;18;Do;1899-12-30 17:40:00.000;1;204723;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0
42130;nein;ja;nein;1942-10-15 00:00:00.000;ja;nein;Lastschrift;;07.2007;ja;43,5;Do;1899-12-30 11:52:00.000;1;205378;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;2;44,48;2001-01-10 00:00:00.000;0;0
42131;nein;ja;nein;1899-12-30 00:00:00.000;ja;ja;Rechnung;;07.2005;;52,5;Di;1899-12-30 11:34:00.000;2;205580;200035;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0
42132;nein;ja;nein;1964-04-30 00:00:00.000;ja;ja;Rechnung;;03.2007;;62;Sa;1899-12-30 08:31:00.000;1;102845;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;1;56,26;2004-11-13 00:00:00.000;0;0
42133;nein;nein;ja;1971-01-23 00:00:00.000;nein;nein;Lastschrift;;05.2005;ja;9,99;Sa;1899-12-30 01:13:00.000;1;202993;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;16;nein;1;24,18;2002-05-26 00:00:00.000;0;2
42134;nein;ja;nein;1966-05-01 00:00:00.000;ja;nein;Kreditkarte;Amex;09.2007;ja;10,8;Fr;1899-12-30 18:49:00.000;1;208609;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0
42136;ja;ja;nein;1986-07-14 00:00:00.000;nein;nein;Kreditkarte;Eurocard;08.2006;ja;17,8;Do;1899-12-30 04:58:00.000;1;204792;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0
42139;nein;nein;nein;1955-08-19 00:00:00.000;nein;nein;Kreditkarte;Eurocard;05.2007;ja;214,79;Fr;1899-12-30 08:26:00.000;5;402611;404553;409006;404504;202246;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;1;9,71;2004-08-17 00:00:00.000;0;0
42140;nein;ja;nein;1977-12-06 00:00:00.000;ja;nein;Rechnung;;10.2006;;68,4;Mo;1899-12-30 14:38:00.000;1;308997;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;120,6;2003-05-23 00:00:00.000;0;0
42142;ja;nein;nein;1961-11-08 00:00:00.000;ja;nein;Rechnung;;04.2005;;31,9;So;1899-12-30 06:29:00.000;1;409731;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;ja;0;0;1899-12-30 00:00:00.000;0;0
42144;nein;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;10.2005;;29,5;Sa;1899-12-30 14:48:00.000;1;603639;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0
42145;nein;ja;nein;1962-07-28 00:00:00.000;nein;nein;Lastschrift;;07.2005;ja;18,5;Mi;1899-12-30 20:20:00.000;1;603397;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0
42146;nein;ja;nein;1971-02-02 00:00:00.000;ja;nein;Rechnung;;01.2006;;12,6;Sa;1899-12-30 23:40:00.000;1;206507;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;ja;0;0;1899-12-30 00:00:00.000;0;0
42149;nein;ja;ja;1899-12-30 00:00:00.000;ja;nein;Kreditkarte;Visa;11.2005;nein;22,95;Mi;1899-12-30 22:03:00.000;1;509121;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;23,43;2002-06-11 00:00:00.000;0;0
42151;nein;nein;nein;1965-02-11 00:00:00.000;ja;nein;Rechnung;;09.2007;;56;Sa;1899-12-30 22:45:00.000;1;409670;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;nein;2;10,66;2003-01-07 00:00:00.000;0;1
42152;nein;ja;ja;1962-04-27 00:00:00.000;ja;nein;Rechnung;;03.2007;;18;Mi;1899-12-30 17:50:00.000;1;407387;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;17,33;2001-02-17 00:00:00.000;1;1
42153;nein;nein;nein;1969-10-27 00:00:00.000;nein;nein;Kreditkarte;Visa;04.2005;ja;64,5;Sa;1899-12-30 11:00:00.000;1;107317;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;187,18;2002-09-17 00:00:00.000;0;0
42154;nein;ja;nein;1971-03-11 00:00:00.000;ja;nein;Lastschrift;;02.2005;ja;74,49;Fr;1899-12-30 16:54:00.000;2;209006;407703;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;18,3;2004-10-11 00:00:00.000;0;0
42155;nein;ja;nein;1973-07-15 00:00:00.000;ja;nein;Kreditkarte;Visa;12.2005;ja;23,5;Sa;1899-12-30 19:21:00.000;1;207162;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;ja;0;0;1899-12-30 00:00:00.000;0;0
42157;nein;ja;nein;1971-03-02 00:00:00.000;nein;nein;Kreditkarte;Eurocard;02.2007;ja;52;Mo;1899-12-30 18:31:00.000;2;506398;506590;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0
42158;nein;nein;nein;1974-07-23 00:00:00.000;nein;nein;Kreditkarte;Eurocard;07.2006;ja;57,8;Fr;1899-12-30 10:29:00.000;1;104077;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;79,27;2003-12-31 00:00:00.000;0;0
42159;ja;nein;nein;1899-12-30 00:00:00.000;nein;nein;Kreditkarte;Visa;09.2005;ja;9,99;So;1899-12-30 22:11:00.000;1;503367;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0
42161;nein;ja;ja;1973-07-18 00:00:00.000;ja;nein;Rechnung;;05.2007;;8,5;Fr;1899-12-30 14:39:00.000;1;408889;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;nein;1;54,92;2002-04-29 00:00:00.000;0;1
42163;nein;ja;nein;1965-12-30 00:00:00.000;nein;nein;Kreditkarte;Visa;12.2005;ja;53,49;So;1899-12-30 15:21:00.000;2;406781;606858;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;ja;10;nein;1;25,48;2002-07-31 00:00:00.000;0;1
42165;nein;ja;nein;1943-06-16 00:00:00.000;ja;nein;Rechnung;;04.2007;;22,95;Fr;1899-12-30 05:50:00.000;1;509121;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0
42166;nein;ja;ja;1972-03-12 00:00:00.000;ja;nein;Rechnung;;04.2005;;18;Sa;1899-12-30 14:58:00.000;1;307344;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0
42168;nein;ja;nein;1979-10-04 00:00:00.000;ja;nein;Rechnung;;12.2006;;12,6;Mo;1899-12-30 01:05:00.000;1;206507;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;2;27,18;2003-12-21 00:00:00.000;0;0
42171;nein;ja;nein;1899-12-30 00:00:00.000;nein;nein;Lastschrift;;06.2005;ja;77,79;So;1899-12-30 04:33:00.000;2;206858;109725;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;1;13,28;2004-07-04 00:00:00.000;0;0
42173;nein;ja;nein;1972-09-03 00:00:00.000;nein;nein;Lastschrift;;05.2007;ja;108,99;Mi;1899-12-30 15:12:00.000;4;402133;300767;502611;500767;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0
42174;nein;ja;nein;1975-05-05 00:00:00.000;ja;nein;Kreditkarte;Eurocard;09.2005;ja;23,5;Mi;1899-12-30 21:23:00.000;1;402224;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;20;nein;2;197,42;2003-05-29 00:00:00.000;0;0
42175;nein;ja;nein;1954-01-28 00:00:00.000;ja;nein;Rechnung;;01.2006;;32,8;Mo;1899-12-30 16:09:00.000;1;402116;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;ja;0;0;1899-12-30 00:00:00.000;0;0
42177;nein;nein;ja;1963-07-27 00:00:00.000;nein;nein;Lastschrift;;11.2007;ja;19,99;Fr;1899-12-30 11:25:00.000;1;207255;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;ja;0;0;1899-12-30 00:00:00.000;0;0
42179;ja;ja;nein;1967-02-22 00:00:00.000;nein;nein;Kreditkarte;Visa;11.2007;ja;12,6;Fr;1899-12-30 11:25:00.000;1;208499;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;ja;0;0;1899-12-30 00:00:00.000;0;0
42181;nein;ja;nein;1986-01-23 00:00:00.000;nein;nein;Kreditkarte;Visa;10.2005;ja;19,99;Mo;1899-12-30 05:17:00.000;1;408097;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0
42184;nein;ja;nein;1970-08-24 00:00:00.000;ja;nein;Lastschrift;;09.2006;ja;201,3;Mo;1899-12-30 20:24:00.000;4;406398;408397;405874;206774;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;1;42,47;2004-12-21 00:00:00.000;0;1
42186;ja;nein;nein;1963-01-27 00:00:00.000;nein;nein;Kreditkarte;Visa;01.2006;ja;57,8;Fr;1899-12-30 23:03:00.000;1;309006;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;ja;5;ja;0;0;1899-12-30 00:00:00.000;0;0
42187;nein;nein;nein;1960-08-08 00:00:00.000;ja;nein;Rechnung;;04.2007;;16;Mi;1899-12-30 14:38:00.000;1;407317;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0
42188;nein;ja;ja;1973-06-27 00:00:00.000;ja;nein;Rechnung;;09.2007;;18;Mi;1899-12-30 09:24:00.000;1;307344;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;ja;0;0;1899-12-30 00:00:00.000;0;0
42192;nein;ja;nein;1982-11-29 00:00:00.000;nein;nein;Lastschrift;;12.2005;ja;17,5;Mi;1899-12-30 10:17:00.000;1;602133;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;ja;0;0;1899-12-30 00:00:00.000;0;0
42194;nein;nein;nein;1972-02-27 00:00:00.000;ja;nein;Kreditkarte;Visa;09.2006;ja;29,99;Fr;1899-12-30 16:01:00.000;1;407741;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0
42199;nein;ja;nein;1970-01-31 00:00:00.000;ja;nein;Rechnung;;02.2007;;32,59;Fr;1899-12-30 12:28:00.000;2;309670;204522;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;16;ja;0;0;1899-12-30 00:00:00.000;0;0
42200;nein;ja;nein;1899-12-30 00:00:00.000;ja;nein;Rechnung;;03.2005;;69;Mo;1899-12-30 13:03:00.000;2;400925;100767;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;ja;0;0;1899-12-30 00:00:00.000;0;0
42201;nein;ja;nein;1979-10-12 00:00:00.000;ja;nein;Rechnung;;02.2006;;19,99;Mo;1899-12-30 19:29:00.000;1;104485;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0
42202;nein;ja;nein;1963-09-13 00:00:00.000;ja;nein;Kreditkarte;Amex;04.2005;ja;62;Sa;1899-12-30 06:51:00.000;1;506310;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0
